FID,Survey_Type,Organization,Date,Survey_Year,Country,State,County,Survey_ID,MDMAP_ID__,Shoreline_Name,Latitude_Start,Longitude_Start,Latitude_End,Longitude_End,Slope,Width,Length,Start_Time,End_Time,Time_of_Low_Tide,Database_Season,Season,Date_of_Previous_Survey,Days_since_last_survey,Storm_Activity,Current_Weather,Number_of_Persons_Assisting,Large_Items_,Debris_Behind_Back_Barrier_,Datasheet_Version,Notes,Photos,Plastic,Plastic___Flux,Hard_Plastic_Fragments,Hard_Plastic_Fragments___Flux,Foamed_Plastic_Fragments,Foamed_Plastic_Fragments___Flux,Filmed_Plastic_Fragments,Filmed_Plastic_Fragments___Flux,Food_Wrappers,Food_Wrappers___Flux,Plastic_Beverage_Bottles,Plastic_Beverage_Bottles___Flux,Other_Jugs_Containers,Other_Jugs_Containers___Flux,Bottle_Container_Caps,Bottle_Container_Caps___Flux,Cigar_Tips,Cigar_Tips___Flux,Cigarettes,Cigarettes___Flux,Disposable_Cigarette_Lighters,Disposable_Cigarette_Lighters__,F6_Pack_Rings,F6_Pack_Rings___Flux,Bags,Bags___Flux,Plastic_Rope_Net,Plastic_Rope_Net___Flux,Buoys___Floats,Buoys___Floats___Flux,Fishing_Lures___Line,Fishing_Lures___Line___Flux,Cups,Cups___Flux,Plastic_Utensils,Plastic_Utensils___Flux,Straws,Straws___Flux,Balloons_Mylar,Balloons_Mylar___Flux,Personal_Care_Products,Personal_Care_Products___Flux,Plastic_Other,Plastic_Other___Flux,Metal,Metal___Flux,Aluminum_Tin_Cans,Aluminum_Tin_Cans___Flux,Aerosol_Cans,Aerosol_Cans___Flux,Metal_Fragments,Metal_Fragments___Flux,Metal_Other,Metal_Other___Flux,Glass,Glass___Flux,Glass_Beverage_Bottles,Glass_Beverage_Bottles___Flux,Jars,Jars___Flux,Glass_Fragments,Glass_Fragments___Flux,Glass_Other,Glass_Other___Flux,Rubber,Rubber___Flux,Flip_Flops,Flip_Flops___Flux,Rubber_Gloves,Rubber_Gloves___Flux,Tires,Tires___Flux,Balloons_Latex,Balloons_Latex___Flux,Rubber_Fragments,Rubber_Fragments___Flux,Rubber_Other,Rubber_Other___Flux,Processed_Lumber,Processed_Lumber___Flux,Cardboard_Cartons,Cardboard_Cartons___Flux,Paper_and_Cardboard,Paper_and_Cardboard___Flux,Paper_Bags,Paper_Bags___Flux,Lumber_Building_Material,Lumber_Building_Material___Flux,Processed_Lumber_Other,Processed_Lumber_Other___Flux,Cloth_Fabric,Cloth_Fabric___Flux,Clothing___Shoes,Clothing___Shoes___Flux,Gloves__non_rubber_,Gloves__non_rubber____Flux,Towels_Rags,Towels_Rags___Flux,Rope_Net_Pieces__non_nylon_,Rope_Net_Pieces__non_nylon____F,Fabric_Pieces,Fabric_Pieces___Flux,Cloth_Fabric_Other,Cloth_Fabric_Other___Flux,Unclassified,Unclassified___Flux,Total_Debris,Total_Debris___Flux,Debris_Description
1,Accumulation,Dauphin Island Sea Lab,2015/07/30 00:00:00,Year 1,United States,AL,Mobile,6004,218,Dauphin Island Ocean 3,30.2482861,-88.2041222,30.24815,-88.20515,0,37,100,2020/03/04 10:30:00,2020/03/04 11:00:00,0,Summer,Fall,2015/07/01 00:00:00,29,Last night,north wind,3,no,no,1,0,No,125,0.001164958,49,0.000456664,7,6.52e-05,21,0.000195713,1,9.32e-06,1,9.32e-06,3,2.8e-05,19,0.000177074,0,0,0,0,0,0,0,0,0,0,7,6.52e-05,0,0,5,4.66e-05,1,9.32e-06,3,2.8e-05,1,9.32e-06,2,1.86e-05,1,9.32e-06,4,3.73e-05,2,1.86e-05,1,9.32e-06,1,9.32e-06,0,0,0,0,7,6.52e-05,0,0,0,0,7,6.52e-05,0,0,2,1.86e-05,1,9.32e-06,1,9.32e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4.66e-05,3,2.8e-05,0,0,0,0,2,1.86e-05,0,0,0,0,2,1.86e-05,143,0.001332712,unclassified other - shotshells
2,Accumulation,Dauphin Island Sea Lab,2015/05/09 00:00:00,Year 1,United States,AL,Mobile,5763,216,Dauphin Island Ocean 1,30.2483306,-88.2020389,30.24835,-88.2030806,0,63.2,100,2020/03/04 09:59:59,2020/03/04 10:30:00,0,Spring,Spring,2015/04/08 00:00:00,31,None,Sunny,4,no,no,1,0,No,35,0.000178644,17,8.68e-05,0,0,4,2.04e-05,3,1.53e-05,0,0,0,0,6,3.06e-05,0,0,0,0,0,0,0,0,0,0,2,1.02e-05,0,0,0,0,0,0,0,0,1,5.1e-06,2,1.02e-05,0,0,0,0,2,1.02e-05,0,0,0,0,2,1.02e-05,0,0,15,7.66e-05,1,5.1e-06,0,0,14,7.15e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.1e-06,0,0,1,5.1e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.55e-05,58,0.000296039,Unclassified other - Ceramic:4  unclassified other - Tennis ball:1
3,Accumulation,Dauphin Island Sea Lab,2015/04/09 00:00:00,Year 1,United States,LA,St. Bernard,5899,240,Chandeleurs Ocean 3,29.954586,-88.823833,29.955474,-88.824011,0,45,100,2020/03/04 12:59:59,2020/03/04 13:30:00,0,Spring,Spring,2015/03/15 00:00:00,25,none,Sunny,4,no,no,1,0,No,54,0.00048,17,0.000151111,4,3.56e-05,5,4.44e-05,5,4.44e-05,4,3.56e-05,1,8.89e-06,6,5.33e-05,0,0,0,0,0,0,0,0,1,8.89e-06,1,8.89e-06,0,0,1,8.89e-06,0,0,1,8.89e-06,0,0,7,6.22e-05,0,0,1,8.89e-06,6,5.33e-05,2,1.78e-05,0,0,4,3.56e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.78e-05,0,0,1,8.89e-06,0,0,1,8.89e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.89e-06,63,0.00056,"PLastic other - whistle unclassified other - shotshells items left - culvert sign, 2""x1"" ~ 6.5'"
4,Accumulation,OCNMS,2015/07/31 00:00:00,Year 4,United States,WA,Clallam,3865,100,Norwegian Memorial,48.0219,-124.6817,48.0225,-124.6809,0,66,100,2020/03/04 09:55:00,2020/03/04 10:15:00,7:12 AM,Summer,Summer,2015/06/25 00:00:00,36,none,100% clouds light onshore winds,2,no,no,1,SCA cleanup crew recently cleaned the area. crew funded by the NOAA Marine Debris Program.,Yes,13,5.47e-05,8,3.37e-05,0,0,3,1.26e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.21e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.21e-06,0,0,0,0,0,0,0,0,0,0,1,4.21e-06,0,0,0,0,0,0,1,4.21E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5.89e-05,".07kg other glass = light bulb intact, other plastic = duct tape fragment"
5,Accumulation,Dauphin Island Sea Lab,2015/05/09 00:00:00,Year 1,United States,AL,Mobile,5767,217,Dauphin Island Ocean 2,30.24835,-88.2030806,30.2482861,-88.2041222,0,62.8,100,2020/03/04 09:30:00,2020/03/04 09:59:59,0,Spring,Spring,2015/04/08 00:00:00,31,None,Sunny,4,no,no,1,0,No,71,0.000364701,26,0.000133552,3,1.54e-05,8,4.11e-05,2,1.03e-05,1,5.14e-06,5,2.57e-05,10,5.14e-05,0,0,4,2.05e-05,0,0,0,0,2,1.03e-05,2,1.03e-05,0,0,1,5.14e-06,0,0,1,5.14e-06,1,5.14e-06,4,2.05e-05,1,5.14e-06,0,0,5,2.57e-05,0,0,0,0,5,2.57e-05,0,0,29,0.000148962,0,0,0,0,29,0.000148962,0,0,1,5.14e-06,0,0,0,0,0,0,0,1,5.14e-06,0,0,1,5.14e-06,0,0,0,0,0,0,1,5.14e-06,0,0,1,5.14e-06,1,5.14e-06,0,0,0,0,0,0,0,0,0,0,3,1.54e-05,111,0.000570166,unclassified other - ceramic tile
6,Accumulation,Dauphin Island Sea Lab,2015/04/09 00:00:00,Year 1,United States,MS,Jackson,5919,235,Cat Island Ocean 1,30.245126,-89.06575,30.244275,-89.065745,0,7,100,2020/03/04 10:30:00,2020/03/04 11:00:00,0,Spring,Spring,2015/03/15 00:00:00,25,None,S,3,no,no,1,0,No,70,0.004,7,0.0004,21,0.0012,19,0.001085714,6,0.000342857,1,5.71e-05,1,5.71e-05,1,5.71e-05,0,0,6,0.000342857,0,0,0,0,1,5.71e-05,0,0,0,0,1,5.71e-05,0,0,1,5.71e-05,3,0.000171429,2,0.000114286,0,0,0,0,3,0.000171429,0,0,0,0,3,0.000171429,0,0,1,5.71e-05,0,0,0,0,1,5.71e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.000114286,0,0,2,0.000114286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0.004342857,"items left - tube tv, pilings"
7,Accumulation,OCNMS,2015/08/01 00:00:00,Year 4,United States,WA,Clallam,3855,35,Tongue Point,48.1639,-123.7047,48.1647,-123.7045,0,80,100,2020/03/04 08:29:59,2020/03/04 08:45:00,9:08 AM,Summer,Summer,2015/07/02 00:00:00,30,"good weather, some surf","50% fog, light onshore winds",2,no,no,1,0,No,36,0.00015,19,7.92e-05,4,1.67e-05,0,0,4,1.67e-05,0,0,0,0,3,1.25e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.17e-06,5,2.08e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.17e-06,1,4.17e-06,0,0,0,0,0,0,0,0,0,0,0,0,37,0.000154167,0.63 lbs. Dead Harbor Porpoise
8,Accumulation,Dauphin Island Sea Lab,2015/05/09 00:00:00,Year 1,United States,AL,Mobile,5771,218,Dauphin Island Ocean 3,30.2482861,-88.2041222,30.24815,-88.20515,0,66.4,100,2020/03/04 09:00:00,2020/03/04 09:30:00,0,Spring,Spring,2015/04/08 00:00:00,31,None,Sunny,4,no,no,1,0,No,105,0.000510105,47,0.000228333,2,9.72e-06,16,7.77e-05,2,9.72e-06,4,1.94e-05,4,1.94e-05,8,3.89e-05,0,0,1,4.86e-06,0,0,0,0,4,1.94e-05,4,1.94e-05,0,0,0,0,0,0,1,4.86e-06,5,2.43e-05,6,2.91e-05,1,4.86e-06,0,0,8,3.89e-05,5,2.43e-05,0,0,3,1.46e-05,0,0,17,8.26e-05,0,0,0,0,17,8.26e-05,0,0,3,1.46e-05,1,4.86e-06,2,9.72e-06,0,0,0,0,0,0,0,1,4.86e-06,0,0,1,4.86e-06,0,0,0,0,0,0,8,3.89e-05,5,2.43e-05,0,0,3,1.46E-05,0,0,0,0,0,0,1,4.86e-06,143,0.000694714,Unclassified other - shotshells items left: asphalt (1)
9,Accumulation,Dauphin Island Sea Lab,2015/04/09 00:00:00,Year 1,United States,MS,Jackson,5924,236,Cat Island Ocean 2,30.244275,-89.065745,30.243394,-89.065936,0,9.5,100,2020/03/04 10:30:00,2020/03/04 11:00:00,0,Spring,Spring,2015/03/15 00:00:00,25,None,Sunny,3,no,no,1,0,No,87,0.003663158,18,0.000757895,17,0.000715789,19,0.0008,11,0.000463158,0,0,1,4.21e-05,3,0.000126316,0,0,4,0.000168421,0,0,0,0,1,4.21e-05,2,8.42e-05,0,0,3,0.000126316,0,0,0,0,4,0.000168421,3,0.000126316,0,0,1,4.21e-05,0,0,0,0,0,0,0,0,0,0,1,4.21e-05,0,0,0,0,0,0,1,4.21E-05,3,0.000126316,0,0,1,4.21e-05,0,0,0,2,8.42e-05,0,0,4,0.000168421,2,8.42e-05,2,8.42e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.21e-05,96,0.004042105,unclassified other - shotshells glass other - lightbulb plastic other - football
10,Accumulation,OCNMS,2015/01/01 00:00:00,Year 2,United States,WA,Pacific County,3273,75,Klipsan,46.437,-124.0599,46.4379,-124.0595,0,100,100,2020/03/04 09:59:59,2020/03/04 11:29:59,0,Winter,Winter,2014/12/02 00:00:00,30,recent storms and high rain and winds,"clear, a few high clouds light offshore winds",1,yes,0,1,no cleanup. hightide just peaked bringing in  some long range debris with an east wind blowing to 5mph (maybe this is supposed to be 50? as the volunteer states it is very unusual). wind blowing the last 3 days,No,154,0.000513333,48,0.00016,6,2e-05,29,9.67e-05,6,2e-05,5,1.67e-05,0,0,17,5.67e-05,0,0,0,0,0,0,0,0,2,6.67e-06,19,6.33e-05,1,3.33e-06,0,0,11,3.67e-05,0,0,0,0,0,0,0,0,10,3.33e-05,0,0,0,0,0,0,0,0,0,0,3,1e-05,3,1e-05,0,0,0,0,0,0,3,1e-05,0,0,1,3.33e-06,0,0,0,2,6.67e-06,0,0,1,3.33e-06,0,0,0,0,0,0,1,3.33e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0.000536667,"upper wracklines by dunes are dirty with thousandss of microshards [of plastic], three wracklines today all with micro-debris. most is long range, some local trash in older wracklines."
